country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
KH,,,,28866.374,1931.7496541281705,Coal Imports
KH,,,,28866.374,64816.60668389553,Light Fuel Oil Imports
KH,,,,28866.374,2.753880701313983,Commercial Oil Heating
KH,,,,38488.499,216.75685271866053,Electricity Distribution
KH,,,,38488.499,154.00014737281663,Gas Power Plant (CCGT)
KH,,,,38488.499,506.29070562166885,Electricity Transmission
KH,,,,38488.499,728.9247103964694,Coal Power Plant
KH,,,,38488.499,1190.7596745697313,Solar PV (Utility)
KH,,,,38488.499,184.83248825403248,CSP with Storage
KH,,,,38488.499,7186.7302731133295,Large Hydropower Plant (Dam) (>100MW)
KH,,,,38488.499,181.43744805110754,Medium Hydropower Plant (10-100MW)
KH,,,,38488.499,141.0541308768017,Small Hydropower Plant (<10MW)
KH,,,,38488.499,772.0081857864928,Onshore Wind
KH,,,,38488.499,463.6105534340927,Offshore Wind
KH,,,,38488.499,862.0070180540893,Utility-scale PV with 2 hour storage
KH,,,,38488.499,1193.6952606706668,Onshore Wind power plant with storage
KH,,,,38488.499,0.000685589,Electricity Imports
KH,,,,38488.499,1029.8711705549508,Solar PV (Distributed with Storage)
KH,,,,38488.499,18.670596069124922,Off-grid Hydropower
KH,,,,38488.499,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,38488.499,133.8762068187204,Gasoline Motorcycle
KH,,,,38488.499,123.6311274,Gasoline Car
KH,,,,38488.499,65.19025367670422,Gasoline Bus + Rail
KH,,,,38488.499,151.31099285449625,Industry Biomass Heating 
KH,,,,38488.499,6.270599571184098,Residential Electric Stove
KH,,,,38488.499,12.390180139514328,Residential Oil Heating
KH,,,,38488.499,316.5199510089365,Industry Coal Heating
KH,,,,38488.499,1.4223061776977084,Biomass Power Plant
KH,,,,38488.499,19.13407279773814,Residential LPG/Kerosene Stove
KH,,,,38488.499,181.1219884243755,Residential Biomass Stove
KH,,,,38488.499,251.20300995969984,Residential Biomass Heating
KH,,,,38488.499,50.37167102688944,Commercial Biomass Heating 
KH,,,,38488.499,68.96785441454423,Industry Natural Gas Heating
KH,,,,38488.499,4854.863707,Biomass Extraction
KH,,,,38488.499,0.045436668,Hydro Potential
KH,,,,38488.499,0.008869583,Solar Potential
KH,,,,38488.499,0.003824166,Wind Potential
KH,,,,38488.499,1971.0891188807782,Coal Imports
KH,,,,38488.499,64488.73077226562,Light Fuel Oil Imports
KH,,,,38488.499,2.353076678026807,Commercial Oil Heating
KH,,,,48110.624,201.4013080286447,Electricity Distribution
KH,,,,48110.624,389.0598297042604,Gas Power Plant (CCGT)
KH,,,,48110.624,471.9877977657244,Electricity Transmission
KH,,,,48110.624,728.9247336343346,Coal Power Plant
KH,,,,48110.624,1152.195063128325,Solar PV (Utility)
KH,,,,48110.624,0,CSP with Storage
KH,,,,48110.624,6967.246592067334,Large Hydropower Plant (Dam) (>100MW)
KH,,,,48110.624,158.01082566592498,Medium Hydropower Plant (10-100MW)
KH,,,,48110.624,132.84536880596204,Small Hydropower Plant (<10MW)
KH,,,,48110.624,6.994963585010986,Onshore Wind
KH,,,,48110.624,443.8467643521665,Offshore Wind
KH,,,,48110.624,807.4275767195385,Utility-scale PV with 2 hour storage
KH,,,,48110.624,0,Onshore Wind power plant with storage
KH,,,,48110.624,0.000672387,Electricity Imports
KH,,,,48110.624,873.3621763031781,Solar PV (Distributed with Storage)
KH,,,,48110.624,16.963912774218173,Off-grid Hydropower
KH,,,,48110.624,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,48110.624,133.8762068187204,Gasoline Motorcycle
KH,,,,48110.624,144.79556345755591,Gasoline Car
KH,,,,48110.624,73.00017199101276,Gasoline Bus + Rail
KH,,,,48110.624,156.92337490918732,Industry Biomass Heating 
KH,,,,48110.624,6.270599571184098,Residential Electric Stove
KH,,,,48110.624,4.6171493921062705,Residential Oil Heating
KH,,,,48110.624,337.8582294292182,Industry Coal Heating
KH,,,,48110.624,1.4223061776977084,Biomass Power Plant
KH,,,,48110.624,17.01137967441903,Residential LPG/Kerosene Stove
KH,,,,48110.624,185.44475282048387,Residential Biomass Stove
KH,,,,48110.624,262.86996081570084,Residential Biomass Heating
KH,,,,48110.624,51.61903946066846,Commercial Biomass Heating 
KH,,,,48110.624,39.87924930132855,Industry Natural Gas Heating
KH,,,,48110.624,5074.380354582965,Biomass Extraction
KH,,,,48110.624,0.044137631,Hydro Potential
KH,,,,48110.624,0.008223046,Solar Potential
KH,,,,48110.624,0.001182222,Wind Potential
KH,,,,48110.624,2085.7989561844124,Coal Imports
KH,,,,48110.624,63124.45575715949,Light Fuel Oil Imports
KH,,,,48110.624,0.9871230533339427,Commercial Oil Heating
KH,,,,57732.749,192.33792285775786,Electricity Distribution
KH,,,,57732.749,392.44876030598033,Gas Power Plant (CCGT)
KH,,,,57732.749,450.8168860883295,Electricity Transmission
KH,,,,57732.749,749.1108223083261,Coal Power Plant
KH,,,,57732.749,1125.7249929396514,Solar PV (Utility)
KH,,,,57732.749,0,CSP with Storage
KH,,,,57732.749,6790.7528862913605,Large Hydropower Plant (Dam) (>100MW)
KH,,,,57732.749,140.78092306242223,Medium Hydropower Plant (10-100MW)
KH,,,,57732.749,126.01710399793257,Small Hydropower Plant (<10MW)
KH,,,,57732.749,6.994963585010986,Onshore Wind
KH,,,,57732.749,423.4853555,Offshore Wind
KH,,,,57732.749,692.0771056311237,Utility-scale PV with 2 hour storage
KH,,,,57732.749,0,Onshore Wind power plant with storage
KH,,,,57732.749,0.000656136,Electricity Imports
KH,,,,57732.749,809.9920714891758,Solar PV (Distributed with Storage)
KH,,,,57732.749,15.412382506121132,Off-grid Hydropower
KH,,,,57732.749,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,57732.749,133.8762068187204,Gasoline Motorcycle
KH,,,,57732.749,161.26619258395797,Gasoline Car
KH,,,,57732.749,73.57026580306422,Gasoline Bus + Rail
KH,,,,57732.749,158.21719908125604,Industry Biomass Heating 
KH,,,,57732.749,6.270599571184098,Residential Electric Stove
KH,,,,57732.749,0,Residential Oil Heating
KH,,,,57732.749,350.0159661910765,Industry Coal Heating
KH,,,,57732.749,1.4223061776977084,Biomass Power Plant
KH,,,,57732.749,13.239273160216051,Residential LPG/Kerosene Stove
KH,,,,57732.749,190.84529313500445,Residential Biomass Stove
KH,,,,57732.749,263.1346849855522,Residential Biomass Heating
KH,,,,57732.749,52.08957307775551,Commercial Biomass Heating 
KH,,,,57732.749,30.661102044395115,Industry Natural Gas Heating
KH,,,,57732.749,5337.992839405544,Biomass Extraction
KH,,,,57732.749,0.043197814194804084,Hydro Potential
KH,,,,57732.749,0.007904929,Solar Potential
KH,,,,57732.749,0.001124253,Wind Potential
KH,,,,57732.749,2193.3843458576184,Coal Imports
KH,,,,57732.749,60890.10280029898,Light Fuel Oil Imports
KH,,,,57732.749,0,Commercial Oil Heating
KH,,,,67354.874,177.80546125827456,Electricity Distribution
KH,,,,67354.874,360.9281120512994,Gas Power Plant (CCGT)
KH,,,,67354.874,416.8440907,Electricity Transmission
KH,,,,67354.874,783.6711390199896,Coal Power Plant
KH,,,,67354.874,1091.4576596888098,Solar PV (Utility)
KH,,,,67354.874,0,CSP with Storage
KH,,,,67354.874,6378.6847262480605,Large Hydropower Plant (Dam) (>100MW)
KH,,,,67354.874,119.49784272418259,Medium Hydropower Plant (10-100MW)
KH,,,,67354.874,106.76408012127989,Small Hydropower Plant (<10MW)
KH,,,,67354.874,6.994963585010986,Onshore Wind
KH,,,,67354.874,413.87973990427855,Offshore Wind
KH,,,,67354.874,677.5987050344022,Utility-scale PV with 2 hour storage
KH,,,,67354.874,0,Onshore Wind power plant with storage
KH,,,,67354.874,0.000640996,Electricity Imports
KH,,,,67354.874,752.1110297351294,Solar PV (Distributed with Storage)
KH,,,,67354.874,12.719644024299816,Off-grid Hydropower
KH,,,,67354.874,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,67354.874,133.8762068187204,Gasoline Motorcycle
KH,,,,67354.874,168.4995322945523,Gasoline Car
KH,,,,67354.874,73.57026580306422,Gasoline Bus + Rail
KH,,,,67354.874,157.06776266456026,Industry Biomass Heating 
KH,,,,67354.874,6.270599571184098,Residential Electric Stove
KH,,,,67354.874,0,Residential Oil Heating
KH,,,,67354.874,397.1751541182606,Industry Coal Heating
KH,,,,67354.874,1.4223061776977084,Biomass Power Plant
KH,,,,67354.874,9.775552099266596,Residential LPG/Kerosene Stove
KH,,,,67354.874,195.5741275048958,Residential Biomass Stove
KH,,,,67354.874,261.1767234511026,Residential Biomass Heating
KH,,,,67354.874,52.11415546730507,Commercial Biomass Heating 
KH,,,,67354.874,5.264791832923292,Industry Natural Gas Heating
KH,,,,67354.874,5557.9318259337115,Biomass Extraction
KH,,,,67354.874,0.040960761,Hydro Potential
KH,,,,67354.874,0.007616696,Solar Potential
KH,,,,67354.874,0.001109553,Wind Potential
KH,,,,67354.874,2430.676995863003,Coal Imports
KH,,,,67354.874,58910.32956596211,Light Fuel Oil Imports
KH,,,,67354.874,0,Commercial Oil Heating
KH,,,,76976.998,149.23476242940671,Electricity Distribution
KH,,,,76976.998,208.2337386545572,Gas Power Plant (CCGT)
KH,,,,76976.998,351.0681420812361,Electricity Transmission
KH,,,,76976.998,998.2801296829502,Coal Power Plant
KH,,,,76976.998,1046.9914115594956,Solar PV (Utility)
KH,,,,76976.998,0,CSP with Storage
KH,,,,76976.998,5786.802426394507,Large Hydropower Plant (Dam) (>100MW)
KH,,,,76976.998,87.16629364427095,Medium Hydropower Plant (10-100MW)
KH,,,,76976.998,70.72995017427596,Small Hydropower Plant (<10MW)
KH,,,,76976.998,6.994230851337337,Onshore Wind
KH,,,,76976.998,315.14405235601447,Offshore Wind
KH,,,,76976.998,667.1416454913698,Utility-scale PV with 2 hour storage
KH,,,,76976.998,0,Onshore Wind power plant with storage
KH,,,,76976.998,0.000586196,Electricity Imports
KH,,,,76976.998,491.07734084884135,Solar PV (Distributed with Storage)
KH,,,,76976.998,8.655063705,Off-grid Hydropower
KH,,,,76976.998,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,76976.998,133.8762068187204,Gasoline Motorcycle
KH,,,,76976.998,177.54148697839767,Gasoline Car
KH,,,,76976.998,73.64055757608476,Gasoline Bus + Rail
KH,,,,76976.998,158.34712997845824,Industry Biomass Heating 
KH,,,,76976.998,6.270599571184098,Residential Electric Stove
KH,,,,76976.998,0,Residential Oil Heating
KH,,,,76976.998,422.07529507371305,Industry Coal Heating
KH,,,,76976.998,38.75050078948945,Biomass Power Plant
KH,,,,76976.998,7.272326013166476,Residential LPG/Kerosene Stove
KH,,,,76976.998,197.9381680798624,Residential Biomass Stove
KH,,,,76976.998,263.8145252194907,Residential Biomass Heating
KH,,,,76976.998,53.27076378094146,Commercial Biomass Heating 
KH,,,,76976.998,0,Industry Natural Gas Heating
KH,,,,76976.998,5742.054656,Biomass Extraction
KH,,,,76976.998,0.037617198,Hydro Potential
KH,,,,76976.998,0.006643426,Solar Potential
KH,,,,76976.998,0.000859701,Wind Potential
KH,,,,76976.998,2707.282205731985,Coal Imports
KH,,,,76976.998,57890.01132524292,Light Fuel Oil Imports
KH,,,,76976.998,0,Commercial Oil Heating
KH,,,,86599.123,129.17686732838038,Electricity Distribution
KH,,,,86599.123,28.55188773750569,Gas Power Plant (CCGT)
KH,,,,86599.123,305.96951168120546,Electricity Transmission
KH,,,,86599.123,1058.5777621195634,Coal Power Plant
KH,,,,86599.123,1032.7498114564223,Solar PV (Utility)
KH,,,,86599.123,0,CSP with Storage
KH,,,,86599.123,5278.228769693958,Large Hydropower Plant (Dam) (>100MW)
KH,,,,86599.123,37.44100504645456,Medium Hydropower Plant (10-100MW)
KH,,,,86599.123,14.66820221563476,Small Hydropower Plant (<10MW)
KH,,,,86599.123,6.7708344715171105,Onshore Wind
KH,,,,86599.123,94.16599026001415,Offshore Wind
KH,,,,86599.123,452.8094853387737,Utility-scale PV with 2 hour storage
KH,,,,86599.123,0,Onshore Wind power plant with storage
KH,,,,86599.123,0.000563134,Electricity Imports
KH,,,,86599.123,108.28951132680855,Solar PV (Distributed with Storage)
KH,,,,86599.123,2.203330705542877,Off-grid Hydropower
KH,,,,86599.123,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,86599.123,133.8762068187204,Gasoline Motorcycle
KH,,,,86599.123,190.04084558650285,Gasoline Car
KH,,,,86599.123,73.57026580306422,Gasoline Bus + Rail
KH,,,,86599.123,159.12821597184444,Industry Biomass Heating 
KH,,,,86599.123,6.270079934319591,Residential Electric Stove
KH,,,,86599.123,0,Residential Oil Heating
KH,,,,86599.123,439.16142789037775,Industry Coal Heating
KH,,,,86599.123,288.75378387745855,Biomass Power Plant
KH,,,,86599.123,7.019782655921264,Residential LPG/Kerosene Stove
KH,,,,86599.123,199.22886025361646,Residential Biomass Stove
KH,,,,86599.123,265.6354386858658,Residential Biomass Heating
KH,,,,86599.123,53.543526758475465,Commercial Biomass Heating 
KH,,,,86599.123,0,Industry Natural Gas Heating
KH,,,,86599.123,5859.021524261659,Biomass Extraction
KH,,,,86599.123,0.034482979125256545,Hydro Potential
KH,,,,86599.123,0.005473528,Solar Potential
KH,,,,86599.123,0.000232842,Wind Potential
KH,,,,86599.123,2915.4393559101964,Coal Imports
KH,,,,86599.123,58035.59467797673,Light Fuel Oil Imports
KH,,,,86599.123,0,Commercial Oil Heating
KH,,,,96221.248,110.20360864307929,Electricity Distribution
KH,,,,96221.248,0,Gas Power Plant (CCGT)
KH,,,,96221.248,263.8250375158445,Electricity Transmission
KH,,,,96221.248,1014.3169714668397,Coal Power Plant
KH,,,,96221.248,778.7763874495896,Solar PV (Utility)
KH,,,,96221.248,0,CSP with Storage
KH,,,,96221.248,3158.998838029834,Large Hydropower Plant (Dam) (>100MW)
KH,,,,96221.248,20.173962783317208,Medium Hydropower Plant (10-100MW)
KH,,,,96221.248,0,Small Hydropower Plant (<10MW)
KH,,,,96221.248,7.215466484024891,Onshore Wind
KH,,,,96221.248,0,Offshore Wind
KH,,,,96221.248,323.68060268748104,Utility-scale PV with 2 hour storage
KH,,,,96221.248,0,Onshore Wind power plant with storage
KH,,,,96221.248,0.000527988,Electricity Imports
KH,,,,96221.248,0.8549520091134123,Solar PV (Distributed with Storage)
KH,,,,96221.248,0,Off-grid Hydropower
KH,,,,96221.248,8.203731063748261,Oil Fired Gas Turbine (SCGT)
KH,,,,96221.248,133.8762068187204,Gasoline Motorcycle
KH,,,,96221.248,193.11687362564075,Gasoline Car
KH,,,,96221.248,73.57026580306422,Gasoline Bus + Rail
KH,,,,96221.248,159.12821597184444,Industry Biomass Heating 
KH,,,,96221.248,5.865760020045411,Residential Electric Stove
KH,,,,96221.248,0,Residential Oil Heating
KH,,,,96221.248,445.73159467137043,Industry Coal Heating
KH,,,,96221.248,1663.9778366744786,Biomass Power Plant
KH,,,,96221.248,7.019782655921264,Residential LPG/Kerosene Stove
KH,,,,96221.248,199.74942948819321,Residential Biomass Stove
KH,,,,96221.248,265.6354386858658,Residential Biomass Heating
KH,,,,96221.248,53.54553905743327,Commercial Biomass Heating 
KH,,,,96221.248,0,Industry Natural Gas Heating
KH,,,,96221.248,6200.0999226656095,Biomass Extraction
KH,,,,96221.248,0.023370281,Hydro Potential
KH,,,,96221.248,0.004794752,Solar Potential
KH,,,,96221.248,1.4282334430931866e-05,Wind Potential
KH,,,,96221.248,3315.953022456075,Coal Imports
KH,,,,96221.248,57895.81729735929,Light Fuel Oil Imports
KH,,,,96221.248,0,Commercial Oil Heating
MM,,,,73471.065,1056.3937584138635,Electricity Distribution
MM,,,,73471.065,6547.643410615105,Geothermal Power Plant
MM,,,,73471.065,1465.384005325057,Gas Power Plant (CCGT)
MM,,,,73471.065,2112.787519634294,Electricity Transmission
MM,,,,73471.065,548.4775472903939,Solar PV (Utility)
MM,,,,73471.065,83.19321800843035,CSP with Storage
MM,,,,73471.065,19918.708189462654,Large Hydropower Plant (Dam) (>100MW)
MM,,,,73471.065,3176.9317058130605,Medium Hydropower Plant (10-100MW)
MM,,,,73471.065,49.44612541183811,Small Hydropower Plant (<10MW)
MM,,,,73471.065,274.9439046320907,Onshore Wind
MM,,,,73471.065,431.0706817407304,Offshore Wind
MM,,,,73471.065,507.06160441597734,Utility-scale PV with 2 hour storage
MM,,,,73471.065,409.75061560055224,Onshore Wind power plant with storage
MM,,,,73471.065,785.4461880901879,Solar PV (Distributed with Storage)
MM,,,,73471.065,9.511329333439114,Off-grid Hydropower
MM,,,,73471.065,0.000948596,Electricity Exports
MM,,,,73471.065,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,73471.065,117.05770907337212,Coal Power Plant
MM,,,,73471.065,192.38831588302725,Gasoline Motorcycle
MM,,,,73471.065,215.0290988076015,Gasoline Car
MM,,,,73471.065,88.39600451601645,Gasoline Bus + Rail
MM,,,,73471.065,360.7007860373602,Industry Biomass Heating 
MM,,,,73471.065,21.694616559925883,Residential Electric Stove
MM,,,,73471.065,976.4207784516628,Industry Coal Heating
MM,,,,73471.065,33.73759184907163,Residential LPG/Kerosene Stove
MM,,,,73471.065,716.3898308872149,Residential Biomass Stove
MM,,,,73471.065,687.6873286922306,Residential Biomass Heating
MM,,,,73471.065,140.16657413431912,Commercial Biomass Heating 
MM,,,,73471.065,82.68379105,Industry Natural Gas Heating
MM,,,,73471.065,17531.993856037345,Biomass Extraction
MM,,,,73471.065,331.2010612,Coal Extraction
MM,,,,73471.065,0.4330978248164147,Geothermal Potential
MM,,,,73471.065,0.20521283724463035,Hydro Potential
MM,,,,73471.065,2250.2027278570163,Natural Gas Extraction
MM,,,,73471.065,1867.0598856808979,Crude Oil Extraction
MM,,,,73471.065,0.006476336,Solar Potential
MM,,,,73471.065,0.001929941,Wind Potential
MM,,,,73471.065,2576.9015741138537,Coal Imports
MM,,,,73471.065,98041.52833693681,Light Fuel Oil Imports
MM,,,,97961.42,997.0918635,Electricity Distribution
MM,,,,97961.42,6514.747242085088,Geothermal Power Plant
MM,,,,97961.42,1501.029129964601,Gas Power Plant (CCGT)
MM,,,,97961.42,1994.1837403124966,Electricity Transmission
MM,,,,97961.42,553.6214211432803,Solar PV (Utility)
MM,,,,97961.42,0,CSP with Storage
MM,,,,97961.42,19051.823161301836,Large Hydropower Plant (Dam) (>100MW)
MM,,,,97961.42,2898.4278295461345,Medium Hydropower Plant (10-100MW)
MM,,,,97961.42,44.88618339151596,Small Hydropower Plant (<10MW)
MM,,,,97961.42,13.513443717159147,Onshore Wind
MM,,,,97961.42,431.0706817407304,Offshore Wind
MM,,,,97961.42,516.9073624417457,Utility-scale PV with 2 hour storage
MM,,,,97961.42,0,Onshore Wind power plant with storage
MM,,,,97961.42,783.3081178747399,Solar PV (Distributed with Storage)
MM,,,,97961.42,9.098543817,Off-grid Hydropower
MM,,,,97961.42,0.000947477,Electricity Exports
MM,,,,97961.42,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,97961.42,117.05770907337212,Coal Power Plant
MM,,,,97961.42,192.38831588302725,Gasoline Motorcycle
MM,,,,97961.42,229.57685298232008,Gasoline Car
MM,,,,97961.42,108.02230251280443,Gasoline Bus + Rail
MM,,,,97961.42,366.22971410665417,Industry Biomass Heating 
MM,,,,97961.42,21.694616559925883,Residential Electric Stove
MM,,,,97961.42,976.4207784516628,Industry Coal Heating
MM,,,,97961.42,23.960895910044147,Residential LPG/Kerosene Stove
MM,,,,97961.42,728.4832214651152,Residential Biomass Stove
MM,,,,97961.42,745.9121808762709,Residential Biomass Heating
MM,,,,97961.42,141.91923956843814,Commercial Biomass Heating 
MM,,,,97961.42,76.41955414,Industry Natural Gas Heating
MM,,,,97961.42,18254.612449554417,Biomass Extraction
MM,,,,97961.42,331.2010612,Coal Extraction
MM,,,,97961.42,0.43089157763188146,Geothermal Potential
MM,,,,97961.42,0.19683115980496627,Hydro Potential
MM,,,,97961.42,2217.6301464504872,Natural Gas Extraction
MM,,,,97961.42,1867.0598856808979,Crude Oil Extraction
MM,,,,97961.42,0.006471688,Solar Potential
MM,,,,97961.42,0.001308054,Wind Potential
MM,,,,97961.42,2659.665992600717,Coal Imports
MM,,,,97961.42,92601.36462126508,Light Fuel Oil Imports
MM,,,,122451.77,932.3168982476313,Electricity Distribution
MM,,,,122451.77,6448.912084452504,Geothermal Power Plant
MM,,,,122451.77,1501.025868409931,Gas Power Plant (CCGT)
MM,,,,122451.77,1864.6338037427615,Electricity Transmission
MM,,,,122451.77,532.1463302166055,Solar PV (Utility)
MM,,,,122451.77,0,CSP with Storage
MM,,,,122451.77,18026.21088006426,Large Hydropower Plant (Dam) (>100MW)
MM,,,,122451.77,2535.446243121648,Medium Hydropower Plant (10-100MW)
MM,,,,122451.77,44.88618339151596,Small Hydropower Plant (<10MW)
MM,,,,122451.77,13.513443717159147,Onshore Wind
MM,,,,122451.77,431.0706817407304,Offshore Wind
MM,,,,122451.77,517.6553448,Utility-scale PV with 2 hour storage
MM,,,,122451.77,0,Onshore Wind power plant with storage
MM,,,,122451.77,789.1696245786717,Solar PV (Distributed with Storage)
MM,,,,122451.77,9.227991902106888,Off-grid Hydropower
MM,,,,122451.77,0.00094388,Electricity Exports
MM,,,,122451.77,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,122451.77,117.05770907337212,Coal Power Plant
MM,,,,122451.77,192.38831588302725,Gasoline Motorcycle
MM,,,,122451.77,229.57685298232008,Gasoline Car
MM,,,,122451.77,108.02230251280443,Gasoline Bus + Rail
MM,,,,122451.77,400.0775296129945,Industry Biomass Heating 
MM,,,,122451.77,21.694616559925883,Residential Electric Stove
MM,,,,122451.77,976.4207784516628,Industry Coal Heating
MM,,,,122451.77,14.047217786686474,Residential LPG/Kerosene Stove
MM,,,,122451.77,739.5875770269121,Residential Biomass Stove
MM,,,,122451.77,775.8775258343651,Residential Biomass Heating
MM,,,,122451.77,143.33991092965684,Commercial Biomass Heating 
MM,,,,122451.77,76.23618142813764,Industry Natural Gas Heating
MM,,,,122451.77,19001.703988367804,Biomass Extraction
MM,,,,122451.77,331.2010612,Coal Extraction
MM,,,,122451.77,0.4264762102993702,Geothermal Potential
MM,,,,122451.77,0.18664408037126193,Hydro Potential
MM,,,,122451.77,2234.674721818533,Natural Gas Extraction
MM,,,,122451.77,1867.0598856808979,Crude Oil Extraction
MM,,,,122451.77,0.006382942,Solar Potential
MM,,,,122451.77,0.001308054,Wind Potential
MM,,,,122451.77,2706.4372773378477,Coal Imports
MM,,,,122451.77,86718.38717645558,Light Fuel Oil Imports
MM,,,,146942.13,846.1711834868529,Electricity Distribution
MM,,,,146942.13,6362.206886,Geothermal Power Plant
MM,,,,146942.13,1503.469749384797,Gas Power Plant (CCGT)
MM,,,,146942.13,1692.342373834977,Electricity Transmission
MM,,,,146942.13,417.51958465546767,Solar PV (Utility)
MM,,,,146942.13,0,CSP with Storage
MM,,,,146942.13,16708.24992509638,Large Hydropower Plant (Dam) (>100MW)
MM,,,,146942.13,2086.8761062999947,Medium Hydropower Plant (10-100MW)
MM,,,,146942.13,44.88618339151596,Small Hydropower Plant (<10MW)
MM,,,,146942.13,13.513443717159147,Onshore Wind
MM,,,,146942.13,416.23108608642235,Offshore Wind
MM,,,,146942.13,494.22961206939283,Utility-scale PV with 2 hour storage
MM,,,,146942.13,0,Onshore Wind power plant with storage
MM,,,,146942.13,835.1123565073767,Solar PV (Distributed with Storage)
MM,,,,146942.13,9.098543817,Off-grid Hydropower
MM,,,,146942.13,0.000919248,Electricity Exports
MM,,,,146942.13,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,146942.13,117.05770907337212,Coal Power Plant
MM,,,,146942.13,192.38831588302725,Gasoline Motorcycle
MM,,,,146942.13,233.40934416832363,Gasoline Car
MM,,,,146942.13,108.02230251280443,Gasoline Bus + Rail
MM,,,,146942.13,423.39100803160864,Industry Biomass Heating 
MM,,,,146942.13,21.694616559925883,Residential Electric Stove
MM,,,,146942.13,976.4207784516628,Industry Coal Heating
MM,,,,146942.13,5.9879051977817195,Residential LPG/Kerosene Stove
MM,,,,146942.13,745.6538109860228,Residential Biomass Stove
MM,,,,146942.13,807.8216201782641,Residential Biomass Heating
MM,,,,146942.13,163.3002778067305,Commercial Biomass Heating 
MM,,,,146942.13,73.97012007264568,Industry Natural Gas Heating
MM,,,,146942.13,19695.311619165463,Biomass Extraction
MM,,,,146942.13,331.2010612,Coal Extraction
MM,,,,146942.13,0.4206611550899899,Geothermal Potential
MM,,,,146942.13,0.17362542537041134,Hydro Potential
MM,,,,146942.13,2252.125453117749,Natural Gas Extraction
MM,,,,146942.13,1867.0598856808979,Crude Oil Extraction
MM,,,,146942.13,0.00578151,Solar Potential
MM,,,,146942.13,0.001262587,Wind Potential
MM,,,,146942.13,2765.0025434621793,Coal Imports
MM,,,,146942.13,81920.95259180784,Light Fuel Oil Imports
MM,,,,171432.48,729.9891401512749,Electricity Distribution
MM,,,,171432.48,6342.000243738357,Geothermal Power Plant
MM,,,,171432.48,1581.3650534715682,Gas Power Plant (CCGT)
MM,,,,171432.48,1459.9782923132957,Electricity Transmission
MM,,,,171432.48,402.7854706850957,Solar PV (Utility)
MM,,,,171432.48,0,CSP with Storage
MM,,,,171432.48,14819.66356740119,Large Hydropower Plant (Dam) (>100MW)
MM,,,,171432.48,1444.0203020181661,Medium Hydropower Plant (10-100MW)
MM,,,,171432.48,12.012017469270615,Small Hydropower Plant (<10MW)
MM,,,,171432.48,15.113540940946969,Onshore Wind
MM,,,,171432.48,170.04178822198455,Offshore Wind
MM,,,,171432.48,324.23573454301004,Utility-scale PV with 2 hour storage
MM,,,,171432.48,0,Onshore Wind power plant with storage
MM,,,,171432.48,201.57084549427367,Solar PV (Distributed with Storage)
MM,,,,171432.48,6.0312364121235325,Off-grid Hydropower
MM,,,,171432.48,0.0009078,Electricity Exports
MM,,,,171432.48,5.099615589311645,Gas Power Plant (SCGT)
MM,,,,171432.48,117.05770907337212,Coal Power Plant
MM,,,,171432.48,192.38831588302725,Gasoline Motorcycle
MM,,,,171432.48,258.84065872331854,Gasoline Car
MM,,,,171432.48,108.02230251280443,Gasoline Bus + Rail
MM,,,,171432.48,449.6330078657745,Industry Biomass Heating 
MM,,,,171432.48,21.694616559925883,Residential Electric Stove
MM,,,,171432.48,976.4207784516628,Industry Coal Heating
MM,,,,171432.48,2.9105805206837463,Residential LPG/Kerosene Stove
MM,,,,171432.48,747.3207306629091,Residential Biomass Stove
MM,,,,171432.48,891.1663216870717,Residential Biomass Heating
MM,,,,171432.48,170.77316620412404,Commercial Biomass Heating 
MM,,,,171432.48,8.337580340424243,Industry Natural Gas Heating
MM,,,,171432.48,20262.874037302547,Biomass Extraction
MM,,,,171432.48,331.2010612,Coal Extraction
MM,,,,171432.48,0.41918281008056396,Geothermal Potential
MM,,,,171432.48,0.155076144,Hydro Potential
MM,,,,171432.48,1678.5246642632078,Natural Gas Extraction
MM,,,,171432.48,1867.0598856808979,Crude Oil Extraction
MM,,,,171432.48,0.003683161,Solar Potential
MM,,,,171432.48,0.000469503,Wind Potential
MM,,,,171432.48,2899.0175797785246,Coal Imports
MM,,,,171432.48,81012.84847357929,Light Fuel Oil Imports
MM,,,,194734.56,565.8358336132042,Electricity Distribution
MM,,,,194734.56,6242.760014,Geothermal Power Plant
MM,,,,194734.56,1596.2662217876582,Gas Power Plant (CCGT)
MM,,,,194734.56,1131.6716765136523,Electricity Transmission
MM,,,,194734.56,371.59591264907436,Solar PV (Utility)
MM,,,,194734.56,0,CSP with Storage
MM,,,,194734.56,12261.931488500166,Large Hydropower Plant (Dam) (>100MW)
MM,,,,194734.56,487.5556680476355,Medium Hydropower Plant (10-100MW)
