country_1,country_2,country_3,country_4,collaboration_emissions,technology_cost,technology_name
PH,,,,129,0.21,Gasoline Bus + Rail
PH,,,,129,0.65,Industry Biomass Heating 
PH,,,,129,0.0623,Residential Electric Stove
PH,,,,129,0.033,Residential Oil Heating
PH,,,,129,0.0319,Commercial Oil Heating
PH,,,,129,1.49,Industry Coal Heating
PH,,,,129,0.113,Biomass Power Plant
PH,,,,129,0.351,Light Fuel Oil Power Plant
PH,,,,129,0.0888,Residential LPG/Kerosene Stove
PH,,,,129,0.178,Residential Biomass Stove
PH,,,,129,0.486,Residential Biomass Heating
PH,,,,129,0.647,Commercial Biomass Heating 
PH,,,,129,0.602,Industry Natural Gas Heating
PH,,,,129,0,Backstop for TRACMCY
PH,,,,129,0,Backstop for TRACAR
PH,,,,129,8.61,Biomass Extraction
PH,,,,129,20.6,Coal Extraction
PH,,,,129,0.000742,Geothermal Potential
PH,,,,129,6.49E-05,Hydro Potential
PH,,,,129,16.5,Natural Gas Extraction
PH,,,,129,1.47,Crude Oil Extraction
PH,,,,129,0.000109,Solar Potential
PH,,,,129,0.000113,Wind Potential
PH,,,,129,380,Light Fuel Oil Imports
PH,,,,129,0.277,Coal Imports
PH,,,,129,0,Oil Fired Gas Turbine (SCGT)
PH,,,,193,1,Electricity Distribution
PH,,,,193,8.17,Geothermal Power Plant
PH,,,,193,9.59,Gas Power Plant (CCGT)
PH,,,,193,2.11,Electricity Transmission
PH,,,,193,10.7,Solar PV (Utility)
PH,,,,193,2.66,CSP with Storage
PH,,,,193,7.94,Large Hydropower Plant (Dam) (>100MW)
PH,,,,193,0.419,Medium Hydropower Plant (10-100MW)
PH,,,,193,1.53,Small Hydropower Plant (<10MW)
PH,,,,193,11.1,Onshore Wind
PH,,,,193,8.69,Offshore Wind
PH,,,,193,6.84,Utility-scale PV with 2 hour storage
PH,,,,193,16.1,Onshore Wind power plant with storage
PH,,,,193,9.41,Solar PV (Distributed with Storage)
PH,,,,193,0.19,Off-grid Hydropower
PH,,,,193,0.024,Gas Power Plant (SCGT)
PH,,,,193,4.98,Coal Power Plant
PH,,,,193,0,Electric Car
PH,,,,193,0.938,Gasoline Motorcycle
PH,,,,193,0.987,Gasoline Car
PH,,,,193,0.302,Gasoline Bus + Rail
PH,,,,193,0.698,Industry Biomass Heating 
PH,,,,193,0.0623,Residential Electric Stove
PH,,,,193,0.0328,Residential Oil Heating
PH,,,,193,0.0343,Commercial Oil Heating
PH,,,,193,1.76,Industry Coal Heating
PH,,,,193,0.113,Biomass Power Plant
PH,,,,193,0.351,Light Fuel Oil Power Plant
PH,,,,193,0.0865,Residential LPG/Kerosene Stove
PH,,,,193,0.184,Residential Biomass Stove
PH,,,,193,0.517,Residential Biomass Heating
PH,,,,193,0.69,Commercial Biomass Heating 
PH,,,,193,0.383,Industry Natural Gas Heating
PH,,,,193,0,Backstop for TRACMCY
PH,,,,193,0,Backstop for TRACAR
PH,,,,193,9.35,Biomass Extraction
PH,,,,193,20.7,Coal Extraction
PH,,,,193,0.000742,Geothermal Potential
PH,,,,193,6.44E-05,Hydro Potential
PH,,,,193,15.8,Natural Gas Extraction
PH,,,,193,1.47,Crude Oil Extraction
PH,,,,193,5.99E-05,Solar Potential
PH,,,,193,0.000109,Wind Potential
PH,,,,193,384,Light Fuel Oil Imports
PH,,,,193,1.53,Coal Imports
PH,,,,193,0,Oil Fired Gas Turbine (SCGT)
PH,,,,258,0.952,Electricity Distribution
PH,,,,258,8.17,Geothermal Power Plant
PH,,,,258,9.12,Gas Power Plant (CCGT)
PH,,,,258,2,Electricity Transmission
PH,,,,258,9.44,Solar PV (Utility)
PH,,,,258,0,CSP with Storage
PH,,,,258,7.97,Large Hydropower Plant (Dam) (>100MW)
PH,,,,258,0.43,Medium Hydropower Plant (10-100MW)
PH,,,,258,1.16,Small Hydropower Plant (<10MW)
PH,,,,258,9.76,Onshore Wind
PH,,,,258,8.62,Offshore Wind
PH,,,,258,5.6,Utility-scale PV with 2 hour storage
PH,,,,258,13.9,Onshore Wind power plant with storage
PH,,,,258,0.629,Solar PV (Distributed with Storage)
PH,,,,258,0.14,Off-grid Hydropower
PH,,,,258,0.024,Gas Power Plant (SCGT)
PH,,,,258,4.98,Coal Power Plant
PH,,,,258,0,Electric Car
PH,,,,258,0.938,Gasoline Motorcycle
PH,,,,258,1.21,Gasoline Car
PH,,,,258,0.466,Gasoline Bus + Rail
PH,,,,258,0.734,Industry Biomass Heating 
PH,,,,258,0.0623,Residential Electric Stove
PH,,,,258,0.0205,Residential Oil Heating
PH,,,,258,0.0236,Commercial Oil Heating
PH,,,,258,1.92,Industry Coal Heating
PH,,,,258,0.113,Biomass Power Plant
PH,,,,258,0.351,Light Fuel Oil Power Plant
PH,,,,258,0.0804,Residential LPG/Kerosene Stove
PH,,,,258,0.191,Residential Biomass Stove
PH,,,,258,0.551,Residential Biomass Heating
PH,,,,258,0.719,Commercial Biomass Heating 
PH,,,,258,0.241,Industry Natural Gas Heating
PH,,,,258,0,Backstop for TRACMCY
PH,,,,258,0,Backstop for TRACAR
PH,,,,258,10.1,Biomass Extraction
PH,,,,258,20.7,Coal Extraction
PH,,,,258,0.000742,Geothermal Potential
PH,,,,258,6.32E-05,Hydro Potential
PH,,,,258,14.8,Natural Gas Extraction
PH,,,,258,1.47,Crude Oil Extraction
PH,,,,258,3.89E-05,Solar Potential
PH,,,,258,9.90E-05,Wind Potential
PH,,,,258,386,Light Fuel Oil Imports
PH,,,,258,2.87,Coal Imports
PH,,,,258,0,Oil Fired Gas Turbine (SCGT)
PH,,,,322,0.918,Electricity Distribution
PH,,,,322,8.17,Geothermal Power Plant
PH,,,,322,5.44,Gas Power Plant (CCGT)
PH,,,,322,1.93,Electricity Transmission
PH,,,,322,9.31,Solar PV (Utility)
PH,,,,322,0,CSP with Storage
PH,,,,322,6.89,Large Hydropower Plant (Dam) (>100MW)
PH,,,,322,0.392,Medium Hydropower Plant (10-100MW)
PH,,,,322,1.23,Small Hydropower Plant (<10MW)
PH,,,,322,8.95,Onshore Wind
PH,,,,322,8.33,Offshore Wind
PH,,,,322,4.33,Utility-scale PV with 2 hour storage
PH,,,,322,11.8,Onshore Wind power plant with storage
PH,,,,322,0.000465,Solar PV (Distributed with Storage)
PH,,,,322,0.165,Off-grid Hydropower
PH,,,,322,0.024,Gas Power Plant (SCGT)
PH,,,,322,5.45,Coal Power Plant
PH,,,,322,0,Electric Car
PH,,,,322,0.938,Gasoline Motorcycle
PH,,,,322,1.39,Gasoline Car
PH,,,,322,0.47,Gasoline Bus + Rail
PH,,,,322,0.745,Industry Biomass Heating 
PH,,,,322,0.0623,Residential Electric Stove
PH,,,,322,0,Residential Oil Heating
PH,,,,322,0,Commercial Oil Heating
PH,,,,322,2.06,Industry Coal Heating
PH,,,,322,5.85,Biomass Power Plant
PH,,,,322,0.351,Light Fuel Oil Power Plant
PH,,,,322,0.0764,Residential LPG/Kerosene Stove
PH,,,,322,0.195,Residential Biomass Stove
PH,,,,322,0.56,Residential Biomass Heating
PH,,,,322,0.729,Commercial Biomass Heating 
PH,,,,322,0.00115,Industry Natural Gas Heating
PH,,,,322,0,Backstop for TRACMCY
PH,,,,322,0,Backstop for TRACAR
PH,,,,322,11.8,Biomass Extraction
PH,,,,322,20.7,Coal Extraction
PH,,,,322,0.000742,Geothermal Potential
PH,,,,322,5.87E-05,Hydro Potential
PH,,,,322,6.93,Natural Gas Extraction
PH,,,,322,1.47,Crude Oil Extraction
PH,,,,322,3.74E-05,Solar Potential
PH,,,,322,8.94E-05,Wind Potential
PH,,,,322,387,Light Fuel Oil Imports
PH,,,,322,4.38,Coal Imports
PH,,,,322,0,Oil Fired Gas Turbine (SCGT)
PH,,,,387,0.901,Electricity Distribution
PH,,,,387,8.17,Geothermal Power Plant
PH,,,,387,2.41,Gas Power Plant (CCGT)
PH,,,,387,1.89,Electricity Transmission
PH,,,,387,7.87,Solar PV (Utility)
PH,,,,387,0,CSP with Storage
PH,,,,387,6.64,Large Hydropower Plant (Dam) (>100MW)
PH,,,,387,0.389,Medium Hydropower Plant (10-100MW)
PH,,,,387,1.3,Small Hydropower Plant (<10MW)
PH,,,,387,8.07,Onshore Wind
PH,,,,387,7.94,Offshore Wind
PH,,,,387,3.8,Utility-scale PV with 2 hour storage
PH,,,,387,8.1,Onshore Wind power plant with storage
PH,,,,387,0.000465,Solar PV (Distributed with Storage)
PH,,,,387,0.165,Off-grid Hydropower
PH,,,,387,0.024,Gas Power Plant (SCGT)
PH,,,,387,5.49,Coal Power Plant
PH,,,,387,0,Electric Car
PH,,,,387,0.938,Gasoline Motorcycle
PH,,,,387,1.39,Gasoline Car
PH,,,,387,0.47,Gasoline Bus + Rail
PH,,,,387,0.745,Industry Biomass Heating 
PH,,,,387,0.0623,Residential Electric Stove
PH,,,,387,0,Residential Oil Heating
PH,,,,387,0,Commercial Oil Heating
PH,,,,387,2.09,Industry Coal Heating
PH,,,,387,13.7,Biomass Power Plant
PH,,,,387,0.351,Light Fuel Oil Power Plant
PH,,,,387,0.0764,Residential LPG/Kerosene Stove
PH,,,,387,0.196,Residential Biomass Stove
PH,,,,387,0.56,Residential Biomass Heating
PH,,,,387,0.729,Commercial Biomass Heating 
PH,,,,387,0,Industry Natural Gas Heating
PH,,,,387,0,Backstop for TRACMCY
PH,,,,387,0,Backstop for TRACAR
PH,,,,387,13.6,Biomass Extraction
PH,,,,387,20.6,Coal Extraction
PH,,,,387,0.000742,Geothermal Potential
PH,,,,387,5.78E-05,Hydro Potential
PH,,,,387,2.69,Natural Gas Extraction
PH,,,,387,1.47,Crude Oil Extraction
PH,,,,387,3.18E-05,Solar Potential
PH,,,,387,7.48E-05,Wind Potential
PH,,,,387,386,Light Fuel Oil Imports
PH,,,,387,4.27,Coal Imports
PH,,,,387,0,Oil Fired Gas Turbine (SCGT)
PH,,,,451,0.898,Electricity Distribution
PH,,,,451,8.17,Geothermal Power Plant
PH,,,,451,1.4,Gas Power Plant (CCGT)
PH,,,,451,1.88,Electricity Transmission
PH,,,,451,7.25,Solar PV (Utility)
PH,,,,451,0,CSP with Storage
PH,,,,451,6.35,Large Hydropower Plant (Dam) (>100MW)
PH,,,,451,0.367,Medium Hydropower Plant (10-100MW)
PH,,,,451,1.03,Small Hydropower Plant (<10MW)
PH,,,,451,6.78,Onshore Wind
PH,,,,451,5.77,Offshore Wind
PH,,,,451,3.49,Utility-scale PV with 2 hour storage
PH,,,,451,3.42,Onshore Wind power plant with storage
PH,,,,451,0.000465,Solar PV (Distributed with Storage)
PH,,,,451,0.138,Off-grid Hydropower
PH,,,,451,0.024,Gas Power Plant (SCGT)
PH,,,,451,7.42,Coal Power Plant
PH,,,,451,0,Electric Car
PH,,,,451,0.938,Gasoline Motorcycle
PH,,,,451,1.39,Gasoline Car
PH,,,,451,0.47,Gasoline Bus + Rail
PH,,,,451,0.745,Industry Biomass Heating 
PH,,,,451,0.0623,Residential Electric Stove
PH,,,,451,0,Residential Oil Heating
PH,,,,451,0,Commercial Oil Heating
PH,,,,451,2.09,Industry Coal Heating
PH,,,,451,16,Biomass Power Plant
PH,,,,451,0.351,Light Fuel Oil Power Plant
PH,,,,451,0.0764,Residential LPG/Kerosene Stove
PH,,,,451,0.196,Residential Biomass Stove
PH,,,,451,0.56,Residential Biomass Heating
PH,,,,451,0.729,Commercial Biomass Heating 
PH,,,,451,0,Industry Natural Gas Heating
PH,,,,451,0,Backstop for TRACMCY
PH,,,,451,0,Backstop for TRACAR
PH,,,,451,14.2,Biomass Extraction
PH,,,,451,20.7,Coal Extraction
PH,,,,451,0.000742,Geothermal Potential
PH,,,,451,5.55E-05,Hydro Potential
PH,,,,451,1.34,Natural Gas Extraction
PH,,,,451,0.829,Crude Oil Extraction
PH,,,,451,3.02E-05,Solar Potential
PH,,,,451,4.96E-05,Wind Potential
PH,,,,451,387,Light Fuel Oil Imports
PH,,,,451,6.62,Coal Imports
PH,,,,451,0.045,Oil Fired Gas Turbine (SCGT)
PH,,,,515,0.901,Electricity Distribution
PH,,,,515,8.17,Geothermal Power Plant
PH,,,,515,1.21,Gas Power Plant (CCGT)
PH,,,,515,1.89,Electricity Transmission
PH,,,,515,7.1,Solar PV (Utility)
PH,,,,515,0,CSP with Storage
PH,,,,515,5.85,Large Hydropower Plant (Dam) (>100MW)
PH,,,,515,0.321,Medium Hydropower Plant (10-100MW)
PH,,,,515,0.987,Small Hydropower Plant (<10MW)
PH,,,,515,3.69,Onshore Wind
PH,,,,515,1.69,Offshore Wind
PH,,,,515,3.61,Utility-scale PV with 2 hour storage
PH,,,,515,1.22,Onshore Wind power plant with storage
PH,,,,515,0.000465,Solar PV (Distributed with Storage)
PH,,,,515,0.138,Off-grid Hydropower
PH,,,,515,0.024,Gas Power Plant (SCGT)
PH,,,,515,9.81,Coal Power Plant
PH,,,,515,0,Electric Car
PH,,,,515,0.938,Gasoline Motorcycle
PH,,,,515,1.39,Gasoline Car
PH,,,,515,0.47,Gasoline Bus + Rail
PH,,,,515,0.745,Industry Biomass Heating 
PH,,,,515,0.0623,Residential Electric Stove
PH,,,,515,0,Residential Oil Heating
PH,,,,515,0,Commercial Oil Heating
PH,,,,515,2.09,Industry Coal Heating
PH,,,,515,16.3,Biomass Power Plant
PH,,,,515,0.351,Light Fuel Oil Power Plant
PH,,,,515,0.0764,Residential LPG/Kerosene Stove
PH,,,,515,0.196,Residential Biomass Stove
PH,,,,515,0.56,Residential Biomass Heating
PH,,,,515,0.729,Commercial Biomass Heating 
PH,,,,515,0,Industry Natural Gas Heating
PH,,,,515,0,Backstop for TRACMCY
PH,,,,515,0,Backstop for TRACAR
PH,,,,515,14.3,Biomass Extraction
PH,,,,515,20.8,Coal Extraction
PH,,,,515,0.000742,Geothermal Potential
PH,,,,515,5.30E-05,Hydro Potential
PH,,,,515,1.14,Natural Gas Extraction
PH,,,,515,0.807,Crude Oil Extraction
PH,,,,515,3.01E-05,Solar Potential
PH,,,,515,1.97E-05,Wind Potential
PH,,,,515,387,Light Fuel Oil Imports
PH,,,,515,10.1,Coal Imports
PH,,,,515,0.0432,Oil Fired Gas Turbine (SCGT)
PH,,,,572,0.9,Electricity Distribution
PH,,,,572,8.17,Geothermal Power Plant
PH,,,,572,1.17,Gas Power Plant (CCGT)
PH,,,,572,1.89,Electricity Transmission
PH,,,,572,5.32,Solar PV (Utility)
PH,,,,572,0,CSP with Storage
PH,,,,572,5.05,Large Hydropower Plant (Dam) (>100MW)
PH,,,,572,0.28,Medium Hydropower Plant (10-100MW)
PH,,,,572,0.0596,Small Hydropower Plant (<10MW)
PH,,,,572,0.7,Onshore Wind
PH,,,,572,1.25,Offshore Wind
PH,,,,572,2.64,Utility-scale PV with 2 hour storage
PH,,,,572,0.844,Onshore Wind power plant with storage
PH,,,,572,0.000465,Solar PV (Distributed with Storage)
PH,,,,572,0.0501,Off-grid Hydropower
PH,,,,572,0.024,Gas Power Plant (SCGT)
PH,,,,572,12.2,Coal Power Plant
PH,,,,572,0,Electric Car
PH,,,,572,0.938,Gasoline Motorcycle
PH,,,,572,1.39,Gasoline Car
PH,,,,572,0.47,Gasoline Bus + Rail
PH,,,,572,0.745,Industry Biomass Heating 
PH,,,,572,0.0622,Residential Electric Stove
PH,,,,572,0,Residential Oil Heating
PH,,,,572,0,Commercial Oil Heating
PH,,,,572,2.09,Industry Coal Heating
PH,,,,572,15.2,Biomass Power Plant
PH,,,,572,0.351,Light Fuel Oil Power Plant
PH,,,,572,0.0764,Residential LPG/Kerosene Stove
PH,,,,572,0.196,Residential Biomass Stove
PH,,,,572,0.56,Residential Biomass Heating
PH,,,,572,0.729,Commercial Biomass Heating 
PH,,,,572,0,Industry Natural Gas Heating
PH,,,,572,0,Backstop for TRACMCY
PH,,,,572,0,Backstop for TRACAR
PH,,,,572,14.1,Biomass Extraction
PH,,,,572,21,Coal Extraction
PH,,,,572,0.000742,Geothermal Potential
PH,,,,572,4.63E-05,Hydro Potential
PH,,,,572,1.07,Natural Gas Extraction
PH,,,,572,0.85,Crude Oil Extraction
PH,,,,572,2.39E-05,Solar Potential
PH,,,,572,7.62E-06,Wind Potential
PH,,,,572,386,Light Fuel Oil Imports
PH,,,,572,14,Coal Imports
PH,,,,572,0.0456,Oil Fired Gas Turbine (SCGT)
PH,,,,644,0.882,Electricity Distribution
PH,,,,644,8.17,Geothermal Power Plant
PH,,,,644,1.15,Gas Power Plant (CCGT)
PH,,,,644,1.84,Electricity Transmission
PH,,,,644,2.38,Solar PV (Utility)
PH,,,,644,0,CSP with Storage
PH,,,,644,3.5,Large Hydropower Plant (Dam) (>100MW)
PH,,,,644,0.163,Medium Hydropower Plant (10-100MW)
PH,,,,644,0.00069,Small Hydropower Plant (<10MW)
PH,,,,644,0.26,Onshore Wind
PH,,,,644,0,Offshore Wind
PH,,,,644,0,Utility-scale PV with 2 hour storage
PH,,,,644,0,Onshore Wind power plant with storage
PH,,,,644,0.000465,Solar PV (Distributed with Storage)
PH,,,,644,0.0173,Off-grid Hydropower
PH,,,,644,0.024,Gas Power Plant (SCGT)
PH,,,,644,14.3,Coal Power Plant
PH,,,,644,0,Electric Car
PH,,,,644,0.938,Gasoline Motorcycle
PH,,,,644,1.39,Gasoline Car
PH,,,,644,0.47,Gasoline Bus + Rail
PH,,,,644,0.745,Industry Biomass Heating 
PH,,,,644,0.0622,Residential Electric Stove
PH,,,,644,0,Residential Oil Heating
PH,,,,644,0,Commercial Oil Heating
PH,,,,644,2.09,Industry Coal Heating
PH,,,,644,14.9,Biomass Power Plant
PH,,,,644,0.351,Light Fuel Oil Power Plant
PH,,,,644,0.0764,Residential LPG/Kerosene Stove
PH,,,,644,0.196,Residential Biomass Stove
PH,,,,644,0.56,Residential Biomass Heating
PH,,,,644,0.729,Commercial Biomass Heating 
PH,,,,644,0,Industry Natural Gas Heating
PH,,,,644,0,Backstop for TRACMCY
PH,,,,644,0,Backstop for TRACAR
PH,,,,644,14,Biomass Extraction
PH,,,,644,21,Coal Extraction
PH,,,,644,0.000742,Geothermal Potential
PH,,,,644,3.88E-05,Hydro Potential
PH,,,,644,0.97,Natural Gas Extraction
PH,,,,644,1.47,Crude Oil Extraction
PH,,,,644,1.25E-05,Solar Potential
PH,,,,644,1.33E-06,Wind Potential
PH,,,,644,386,Light Fuel Oil Imports
PH,,,,644,18.4,Coal Imports
PH,,,,644,0,Oil Fired Gas Turbine (SCGT)
VN,,,,103,2.8,Electricity Distribution
VN,,,,103,0.81,Geothermal Power Plant
VN,,,,103,17.8,Gas Power Plant (CCGT)
VN,,,,103,5.91,Electricity Transmission
VN,,,,103,8.47,Coal Power Plant
VN,,,,103,2.06,Oil Fired Gas Turbine (SCGT)
VN,,,,103,17.7,Solar PV (Utility)
VN,,,,103,173,CSP with Storage
VN,,,,103,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,103,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,103,3.7,Small Hydropower Plant (<10MW)
VN,,,,103,20.1,Onshore Wind
VN,,,,103,14.8,Offshore Wind
VN,,,,103,13.7,Utility-scale PV with 2 hour storage
VN,,,,103,31.3,Onshore Wind power plant with storage
VN,,,,103,8.07E-07,Electricity Imports
VN,,,,103,22.8,Solar PV (Distributed with Storage)
VN,,,,103,0.441,Off-grid Hydropower
VN,,,,103,3.26E-07,Electricity Exports
VN,,,,103,0.871,Gasoline Motorcycle
VN,,,,103,0.641,Gasoline Car
VN,,,,103,0.38,Gasoline Bus + Rail
VN,,,,103,2.99,Industry Biomass Heating 
VN,,,,103,0.0792,Residential Electric Stove
VN,,,,103,6.74,Industry Coal Heating
VN,,,,103,0.151,Biomass Power Plant
VN,,,,103,0.125,Light Fuel Oil Power Plant
VN,,,,103,0.0741,Residential LPG/Kerosene Stove
VN,,,,103,0.235,Residential Biomass Stove
VN,,,,103,2.23,Industry Natural Gas Heating
VN,,,,103,12.1,Biomass Extraction
VN,,,,103,47.1,Coal Extraction
VN,,,,103,5.41E-05,Geothermal Potential
VN,,,,103,0.000304,Hydro Potential
VN,,,,103,37.5,Natural Gas Extraction
VN,,,,103,57.3,Crude Oil Extraction
VN,,,,103,0.000338,Solar Potential
VN,,,,103,0.000156,Wind Potential
VN,,,,103,332,Light Fuel Oil Imports
VN,,,,103,0,Residential Oil Heating
VN,,,,103,0,Commercial Oil Heating
VN,,,,103,0,Coal Imports
VN,,,,103,0,Residential Biomass Heating
VN,,,,103,0,Commercial Biomass Heating 
VN,,,,205,2.16,Electricity Distribution
VN,,,,205,0.81,Geothermal Power Plant
VN,,,,205,17.1,Gas Power Plant (CCGT)
VN,,,,205,4.57,Electricity Transmission
VN,,,,205,10.2,Coal Power Plant
VN,,,,205,2.29,Oil Fired Gas Turbine (SCGT)
VN,,,,205,17.4,Solar PV (Utility)
VN,,,,205,88.1,CSP with Storage
VN,,,,205,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,205,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,205,3.39,Small Hydropower Plant (<10MW)
VN,,,,205,19.1,Onshore Wind
VN,,,,205,12.8,Offshore Wind
VN,,,,205,13.2,Utility-scale PV with 2 hour storage
VN,,,,205,28.3,Onshore Wind power plant with storage
VN,,,,205,7.70E-07,Electricity Imports
VN,,,,205,17.3,Solar PV (Distributed with Storage)
VN,,,,205,0.441,Off-grid Hydropower
VN,,,,205,3.21E-07,Electricity Exports
VN,,,,205,0.871,Gasoline Motorcycle
VN,,,,205,0.944,Gasoline Car
VN,,,,205,0.378,Gasoline Bus + Rail
VN,,,,205,3.04,Industry Biomass Heating 
VN,,,,205,0.0792,Residential Electric Stove
VN,,,,205,7.1,Industry Coal Heating
VN,,,,205,0.151,Biomass Power Plant
VN,,,,205,0.125,Light Fuel Oil Power Plant
VN,,,,205,0.0741,Residential LPG/Kerosene Stove
VN,,,,205,0.236,Residential Biomass Stove
VN,,,,205,2.44,Industry Natural Gas Heating
VN,,,,205,12.6,Biomass Extraction
VN,,,,205,49.7,Coal Extraction
VN,,,,205,5.41E-05,Geothermal Potential
VN,,,,205,0.000302,Hydro Potential
VN,,,,205,35.4,Natural Gas Extraction
VN,,,,205,62.6,Crude Oil Extraction
VN,,,,205,0.000218,Solar Potential
VN,,,,205,0.00015,Wind Potential
VN,,,,205,335,Light Fuel Oil Imports
VN,,,,205,0.0192,Residential Oil Heating
VN,,,,205,0.0245,Commercial Oil Heating
VN,,,,205,0,Coal Imports
VN,,,,205,0,Residential Biomass Heating
VN,,,,205,0,Commercial Biomass Heating 
VN,,,,308,1.71,Electricity Distribution
VN,,,,308,0.81,Geothermal Power Plant
VN,,,,308,16.2,Gas Power Plant (CCGT)
VN,,,,308,3.63,Electricity Transmission
VN,,,,308,10.8,Coal Power Plant
VN,,,,308,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,308,17.1,Solar PV (Utility)
VN,,,,308,30.9,CSP with Storage
VN,,,,308,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,308,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,308,3.14,Small Hydropower Plant (<10MW)
VN,,,,308,18.9,Onshore Wind
VN,,,,308,12.5,Offshore Wind
VN,,,,308,13.1,Utility-scale PV with 2 hour storage
VN,,,,308,27.3,Onshore Wind power plant with storage
VN,,,,308,7.63E-07,Electricity Imports
VN,,,,308,13.7,Solar PV (Distributed with Storage)
VN,,,,308,0.441,Off-grid Hydropower
VN,,,,308,3.26E-07,Electricity Exports
VN,,,,308,0.871,Gasoline Motorcycle
VN,,,,308,1.07,Gasoline Car
VN,,,,308,0.458,Gasoline Bus + Rail
VN,,,,308,3.24,Industry Biomass Heating 
VN,,,,308,0.0792,Residential Electric Stove
VN,,,,308,8.23,Industry Coal Heating
VN,,,,308,0.151,Biomass Power Plant
VN,,,,308,0.125,Light Fuel Oil Power Plant
VN,,,,308,0.0741,Residential LPG/Kerosene Stove
VN,,,,308,0.238,Residential Biomass Stove
VN,,,,308,1.6,Industry Natural Gas Heating
VN,,,,308,13.7,Biomass Extraction
VN,,,,308,53.3,Coal Extraction
VN,,,,308,5.41E-05,Geothermal Potential
VN,,,,308,0.000301,Hydro Potential
VN,,,,308,28.9,Natural Gas Extraction
VN,,,,308,68.1,Crude Oil Extraction
VN,,,,308,0.000136,Solar Potential
VN,,,,308,0.000147,Wind Potential
VN,,,,308,334,Light Fuel Oil Imports
VN,,,,308,0.0208,Residential Oil Heating
VN,,,,308,0.0263,Commercial Oil Heating
VN,,,,308,0,Coal Imports
VN,,,,308,0,Residential Biomass Heating
VN,,,,308,0,Commercial Biomass Heating 
VN,,,,416,1.54,Electricity Distribution
VN,,,,416,0.81,Geothermal Power Plant
VN,,,,416,14,Gas Power Plant (CCGT)
VN,,,,416,3.25,Electricity Transmission
VN,,,,416,12.4,Coal Power Plant
VN,,,,416,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,416,16.8,Solar PV (Utility)
VN,,,,416,1.19,CSP with Storage
VN,,,,416,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,416,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,416,3.1,Small Hydropower Plant (<10MW)
VN,,,,416,16.9,Onshore Wind
VN,,,,416,12,Offshore Wind
VN,,,,416,12.2,Utility-scale PV with 2 hour storage
VN,,,,416,24.3,Onshore Wind power plant with storage
VN,,,,416,7.58E-07,Electricity Imports
VN,,,,416,9.27,Solar PV (Distributed with Storage)
VN,,,,416,0.441,Off-grid Hydropower
VN,,,,416,2.91E-07,Electricity Exports
VN,,,,416,0.871,Gasoline Motorcycle
VN,,,,416,1.41,Gasoline Car
VN,,,,416,0.628,Gasoline Bus + Rail
VN,,,,416,3.33,Industry Biomass Heating 
VN,,,,416,0.0792,Residential Electric Stove
VN,,,,416,8.85,Industry Coal Heating
VN,,,,416,0.151,Biomass Power Plant
VN,,,,416,0.125,Light Fuel Oil Power Plant
VN,,,,416,0.0741,Residential LPG/Kerosene Stove
VN,,,,416,0.243,Residential Biomass Stove
VN,,,,416,1.01,Industry Natural Gas Heating
VN,,,,416,14.3,Biomass Extraction
VN,,,,416,57.8,Coal Extraction
VN,,,,416,5.41E-05,Geothermal Potential
VN,,,,416,0.0003,Hydro Potential
VN,,,,416,25.2,Natural Gas Extraction
VN,,,,416,73.2,Crude Oil Extraction
VN,,,,416,8.93E-05,Solar Potential
VN,,,,416,0.000136,Wind Potential
VN,,,,416,337,Light Fuel Oil Imports
VN,,,,416,0.00697,Residential Oil Heating
VN,,,,416,0.00817,Commercial Oil Heating
VN,,,,416,0,Coal Imports
VN,,,,416,0,Residential Biomass Heating
VN,,,,416,0,Commercial Biomass Heating 
VN,,,,513,1.51,Electricity Distribution
VN,,,,513,0.81,Geothermal Power Plant
VN,,,,513,11.5,Gas Power Plant (CCGT)
VN,,,,513,3.16,Electricity Transmission
VN,,,,513,14.1,Coal Power Plant
VN,,,,513,3.33,Oil Fired Gas Turbine (SCGT)
VN,,,,513,16.7,Solar PV (Utility)
VN,,,,513,0,CSP with Storage
VN,,,,513,7.5,Large Hydropower Plant (Dam) (>100MW)
VN,,,,513,1.7,Medium Hydropower Plant (10-100MW)
VN,,,,513,3.1,Small Hydropower Plant (<10MW)
VN,,,,513,14.1,Onshore Wind
VN,,,,513,11,Offshore Wind
VN,,,,513,11.2,Utility-scale PV with 2 hour storage
VN,,,,513,18.3,Onshore Wind power plant with storage
VN,,,,513,7.85E-07,Electricity Imports
VN,,,,513,3.65,Solar PV (Distributed with Storage)
VN,,,,513,0.441,Off-grid Hydropower
VN,,,,513,2.53E-07,Electricity Exports
VN,,,,513,0.871,Gasoline Motorcycle
VN,,,,513,1.74,Gasoline Car
VN,,,,513,0.748,Gasoline Bus + Rail
